CSAPÁGYAK	GOLYÓS CSAPÁGY	MÉLYHORNYÚ GOLYÓSCSAPÁGY	EGYSORÚ MÉLYHORNYÚ GOLYÓSCSAPÁGY	BECO fagyálló egysorú mélyhornyú golyóscsapágy
				IKO tűgörgős csapágy belső gyűrűvel
				INA tűgörgős csapágy belső gyűrűvel
				INA tűgörgős csapágy belső gyűrűvel, porvédős
				INA tűgörgős csapágy belső gyűrűvel, vállak nélkül
				KELETI telegörgős tűgörgős csapágy belső gyűrűvel
				KELETI tűgörgős csapágy belső gyűrűvel
				KELETI tűgörgős csapágy belső gyűrűvel, porvédős
				KOYO lemezházas tűgörgős csapágy belső gyűrűvel
				KOYO tűgörgős csapágy belső gyűrűvel
				KOYO tűgörgős csapágy belső gyűrűvel, porvédős
				McGILL tűgörgős csapágy belső gyűrű nélkül
				NADELLA tűgörgős csapágy belső gyűrűvel
				NTN tűgörgős csapágy belső gyűrűvel
				SKF támasztógörgő belső gyűrűvel
				SKF tűgörgős csapágy belső gyűrűvel
				SKF tűgörgős csapágy belső gyűrűvel, porvédős
				SKF tűgörgős csapágy belső gyűrűvel, vállak nélkül
			BELSŐ GYŰRŰ TŰGÖRGŐS CSAPÁGYAKHOZ	FAG belső gyűrű tűgörgős csapágyhoz
				IKO belső gyűrű tűgörgős csapágyhoz
				INA belső gyűrű tűgörgős csapágyhoz
				KELETI belső gyűrű tűgörgős csapágyhoz
				KOYO belső gyűrű tűgörgős csapágyhoz
				McGILL belső gyűrű tűgörgős csapágyhoz
				NTN belső gyűrű tűgörgős csapágyhoz
				SKF belső gyűrű tűgörgős csapágyhoz
			KOMBINÁLT (TŰGÖRGŐS + GOLYÓS) CSAPÁGY	IKO kombinált tűgörgős/axiális golyós csapágy zárt
				IKO kombinált tűgörgős/golyós csapágy
				INA kombinált tűgörgős/axiális golyós csapágy
				INA kombinált tűgörgős/axiális golyós csapágy zárt
				INA kombinált tűgörgős/axiális hengergörg.cs. zárt
				INA kombinált tűgörgős/axiális hengergörgős csap.
				INA kombinált tűgörgős/golyós csap. osztott belső
				INA kombinált tűgörgős/golyós csapágy
				INA kombinált tűgörgős/telegörgős csapágy zsírken.
				KELETI kombinált tűgörgős/axiális golyós csapágy
				KELETI kombinált tűgörgős/golyós csapágy
				KOYO kombinált tűgörgős/golyós csapágy
				NADELLA kombinált tűgörgős/axiális tűgörgős csap.
				SKF kombinált tűgörgős/axiális golyós csapágy
				SKF kombinált tűgörgős/axiális golyós csapágy zárt
				SKF kombinált tűgörgős/axiális hengergörg.cs. zárt
				SKF kombinált tűgörgős/golyós csap. osztott belső
				SKF kombinált tűgörgős/golyós csapágy
				SKF kombinált tűgörgős/telegörgős csapágy zsírken.
		KÚPGÖRGŐS CSAPÁGY	FAG egysorú kúpgörgős csapágy
			FAG kétsorú kúpgörgős járműipari csapágy
			FAG kúpgörgős csapágy, belső gyűrű
			FERSA egysorú kúpgörgős csapágy
			KBC egysorú kúpgörgős csapágy
			KELETI egysorú kúpgörgős csapágy
			KOYO egysorú kúpgörgős csapágy
			KOYO kétsorú kúpgörgős járműipari csapágy
			NACHI egysorú kúpgörgős csapágy
			NSK egysorú kúpgörgős csapágy
			NTN egysorú kúpgörgős csapágy
			NTN kúpgörgős csapágy, belső gyűrű
			PFI egysorú kúpgörgős csapágy
			SKF egysorú kúpgörgős csapágy
			SKF két párosított egysorú kúpgörgős csapágy X elr
			SKF kétsorú kúpgörgős járműipari csapágy
			SKF kúpgörgős vasúti csapágyegység
			SNR egysorú kúpgörgős csapágy
			SNR egysorú peremes kúpgörgős csapágy
			STEYR egysorú kúpgörgős csapágy
			TIMKEN egysorú kúpgörgős csapágy
			TIMKEN egysorú kúpgörgős csapágy, belső gyűrű
			TIMKEN egysorú kúpgörgős csapágy, külső gyűrű
			TIMKEN kétsorú kúpgörgős csapágy
			TIMKEN kétsorú kúpgörgős járműipari csapágy
			TIMKEN kúpgögős csapágy külső gyűrű
			TIMKEN kúpgörgős csapágy, belső gyűrű
			TIMKEN kúpgörgős csapágy, külső gyűrű
			ZKL/ZVL egysorú kúpgörgős csapágy
		BEÁLLÓ GÖRGŐSCSAPÁGY	BEÁLLÓ GÖRGŐSCSAPÁGY	INA beálló tűgörgős csapágy
				KELETI beálló görgőscsapágy
				KELETI beálló görgőscsapágy kúpos furattal
				SKF beálló görgőscsapágy
				SKF beálló görgőscsapágy kúpos furattal
				SKF beálló görgőscsapágy vibrációs alkalmazáshoz
				SKF CARB toroidgörgős csapágy
				SKF CARB toroidgörgős csapágy kúpos furattal
				SKF tömített beálló görgőscsapágy
				SKF tömített beálló görgőscsapágy kúpos furattal
				ZKL/ZVL beálló görgőscsapágy
				ZKL/ZVL beálló görgőscsapágy kúpos furattal
			CSAPÁGYHÁZ BEÁLLÓ GÖRGÖSCSAPÁGYHOZ	SKF csapágyház
				SKF karimás csapágyház átmenő tengelyekhez
				SKF karimás csapágyház tengelyvégekhez
			BEÁLLÓ TŰGÖRGŐS CSAPÁGY	SKF beálló tűgörgős csapágy
		AXIÁLIS HENGERGÖRGŐS CSAPÁGY	INA axiális hengergörgős csapágy kosár
			INA axiális hengergörgős csapágy, egyirányú terh.
			INA fészektárcsa axiális görgős csapágyhoz
			INA tengelytárcsa hengergörgős axiális csapágyhoz
			KOYO axiális hengergörgős csapágy kosár
			KOYO axiális hengergörgős csapágy, egyirányú terh.
			KOYO fészektárcsa axiális görgős csapágyhoz
			KOYO tengelytárcsa hengergörgős axiális csapágyhoz
			SKF axiális hengergörgős csapágy kosár
			SKF axiális hengergörgős csapágy, egyirányú terh.
			SKF fészektárcsa axiális görgős csapágyhoz
			SKF tengelytárcsa hengergörgős axiális csapágyhoz
			TIMKEN axiális hengergörgős csapágy kosár
		AXIÁLIS TŰGÖRGŐS CSAPÁGY	IKO axiális tárcsa tűgörgős csapágyhoz
			IKO axiális tűgörgős csapágy (kosár)
			INA axiális tárcsa tűgörgős csapágyhoz
			INA axiális tűgörgős csapágy
			INA axiális tűgörgős csapágy (kosár)
			INA fészektárcsa axiális görgős csapágyhoz
			INA gördülőtárcsa axiális tűgörgős csapágyhoz
			KELETI axiális tárcsa tűgörgős csapágyhoz
			KELETI axiális tűgörgős csapágy (kosár)
			KOYO axiális tárcsa tűgörgős csapágyhoz
			KOYO axiális tűgörgős csapágy (kosár)
			KOYO fészektárcsa axiális görgős csapágyhoz
			KOYO gördülőtárcsa axiális tűgörgős csapágyhoz
			NADELLA axiális tárcsa tűgörgős csapágyhoz
			NADELLA axiális tűgörgős csapágy
			SKF axiális tárcsa tűgörgős csapágyhoz
			SKF axiális tűgörgős csapágy (kosár)
			SKF fészektárcsa axiális görgős csapágyhoz
			SKF gördülőtárcsa axiális tűgörgős csapágyhoz
		AXIÁLIS KÚPGÖRGŐS CSAPÁGY	TIMKEN axiális kúpgörgős csapágy
		AXIÁLIS BEÁLLÓ GÖRGŐSCSAPÁGY	FAG beálló axiális görgőscsapágy
			KELETI beálló axiális görgőscsapágy
			KOYO beálló axiális görgőscsapágy
			NACHI beálló axiális görgőscsapágy
			QCB beálló axiális görgőscsapágy
			SKF beálló axiális görgőscsapágy
			ZKL/ZVL beálló axiális görgőscsapágy
	VEZETŐ- ÉS TÁMASZTÓ GÖRGŐ	IKO csapos támasztógörgő
		IKO csapos támasztógörgő (excenteres)
		IKO csapos támasztógörgő (telegörgős tűgörgős)
		IKO támasztógörgő (tűgörgős)
		IKO támasztógörgő belső gyűrűvel
		INA csapos támasztógörgo (excenteres)
		INA csapos támasztógörgő
		INA csapos támasztógörgő (telegörgős hengergörgős)
		INA csapos támasztógörgő (telegörgős tűgörgős)
		INA csapos támasztógörgő (telegörgős, excenteres)
		INA kétsoros vezetőgörgő
		INA menetes csapszeg LFR támasztógörgőhöz
		INA támasztógörgő
		INA támasztógörgő (kétsorú telegörgős hengergörgős
		INA támasztógörgő (telegörgős tűgörgős)
		INA támasztógörgő (tűgörgős)
		INA támasztógörgő / futógörgő (U profil)
		INA támasztógörgő belső gyűrű nélkül
		INA támasztógörgő belső gyűrűvel
		INA telegörgős vezetőgörgő
		INA vezetőgörgő (mélyhornyú golyós) domború palást
		KELETI csapos támasztógörgő
		KELETI csapos támasztógörgő (excenteres)
		KELETI csapos támasztógörgő (telegörgős tűgörgős)
		KELETI csapos támasztógörgő (telegörgős, excenteres)
		KELETI csapos támasztógörgő (telegörgős, excenteres)
		KELETI kétsoros golyós vezetőgörgő
		KELETI támasztógörgő (telegörgős tűgörgős)
		KELETI támasztógörgő (tűgörgős)
		KELETI támasztógörgő / futógörgő (U profil)
		KELETI vezetőgörgő (mélyh. golyós) domború palást
		KELETI vezetőgörgő (mélyhornyú golyós) domború
		KOYO csapos támasztógörgő
		KOYO csapos támasztógörgő (telegörgős hengergörgős
		KOYO támasztógörgő (kétsorú telegörgős hengergörgős
		KOYO támasztógörgő belső gyűrű nélkül
		McGILL csapos támasztógörgő
		NADELLA csapos támasztógörgő
		NADELLA csapos támasztógörgő (U profil)
		NADELLA támasztógörgő / futógörgő (U profil)
		SKF csapos támasztógörgő
		SKF csapos támasztógörgő (excenteres)
		SKF csapos támasztógörgő (telegörgős hengergörgős)
		SKF csapos támasztógörgő (telegörgős tűgörgős)
		SKF csapos támasztógörgő (telegörgős, excenteres)
		SKF kétsoros vezetőgörgő
		SKF támasztógörgő
		SKF támasztógörgő (kétsorú telegörgős hengergörgős
		SKF támasztógörgő (telegörgős tűgörgős)
		SKF támasztógörgő (tűgörgős)
		SKF támasztógörgő belső gyűrű nélkül
		SKF támasztógörgő belső gyűrűvel
		SKF telegörgős vezetőgörgő
		SKF vezetőgörgő (mélyhornyú golyós) domború palást
	SIKLÓ CSAPÁGY / CSÚSZÓ CSAPÁGY	HENGERES SIKLÓ CSAPÁGY	AMES PTFE Composite hengeres csúszócsapágy
			AMES szinterbronz hengeres csúszócsapágy
			IGUS/Iglidur műanyag csúszócsapágy
			INA PTFE Composite hengeres csúszócsapágy
			KELETI hajlított bronz hengeres csúszócsapágy
			KELETI PTFE Composite hengeres csúszócsapágy
			PERMAGLIDE hengeres csúszócsapágy
			SKF hajlított bronz hengeres csúszócsapágy
			SKF POM Composite hengeres csúszócsapágy
			SKF PTFE Composite hengeres csúszócsapágy
			SKF PTFE Polyamide hengeres csúszócsapágy
			SKF szinterbronz hengeres csúszócsapágy
			SKF teflonszálas csúszócsapágy
			SKF tömör bronz hengeres csúszócsapágy
			THN PTFE Composite hengeres csúszócsapágy
			THN szinterbronz hengeres csúszócsapágy
		PEREMES SIKLÓ CSAPÁGY	IGUS/Iglidur műanyag peremes csúszócsapágy
			AMES szinterbronz peremes csúszócsapágy
			INA PTFE Composite peremes csúszócsapágy
			PERMAGLIDE peremes csúszócsapágy
			SKF hajlított bronz peremes csúszócsapágy
			SKF PTFE Composite peremes csúszócsapágy
			SKF PTFE Polyamide peremes csúszócsapágy
			SKF szinterbronz peremes csúszócsapágy
			SKF tömör bronz peremes csúszócsapágy
		AXIÁLIS SIKLÓ CSAPÁGY	INA PTFE Composite támasztótárcsa
			PERMAGLIDE támasztótárcsa
			SANKYO önkenő grafitos csúszócsapágy
			SKF POM Composite csúszólemez
			SKF POM Composite támasztótárcsa
			SKF PTFE Composite csúszólemez
			SKF PTFE Composite támasztótárcsa
		BEÁLLÓ SIKLÓ CSAPÁGY	SKF ferde hatásvonalú beálló siklócsapágy
	GÖMBCSUKLÓ	GÖMBCSUKLÓ	AMES bronzpersely C típus (gömb)
			DURBAL gömbcsukló
			ELGES tömített gömbcsukló
			IGUS/Igubal műanyag gömbcsukló
			IKO gömbcsukló
			IKO tömített gömbcsukló
			INA gömbcsukló
			INA gömbcsukló, karbantartásmentes
			INA gömbcsuklós fej, téglalap profil, hegesztéshez
			INA tömített gömbcsukló
			KELETI gömbcsukló
			KELETI tömített gömbcsukló
			NIS gömbcsukló
			NMB gömbcsukló
			SKF gömbcsukló
			SKF gömbcsuklós fej, hengeres profil, hegesztéshez
			SKF gömbcsuklós fej, téglalap profil, hegesztéshez
			SKF tömített gömbcsukló
			WSW gömbcsukló
			WSW gömbcsukló, rozsdamentes
			WSW gömbcsuklós fej, téglalap profil, hegesztéshez
			WSW tömített gömbcsukló
			ZKL/ZVL gömbcsukló
			ZKL/ZVL tömített gömbcsukló
		BELSŐ MENETES GÖMBCSUKLÓ	DURBAL gömbcsuklós fej belső menettel
			Faudi csukló DIN 71802 horganyzott acél
			IKO gömbcsuklós fej belső menettel
			INA gömbcsuklós fej belső menettel
			INA gömbcsuklós fej belső menettel + szorítócsavar
			KELETI gömbcsuklós fej belső menettel
			NIS gömbcsuklós fej belső menettel
			REXROTH/AVENTICS gömbcsuklós fej belső menettel
			SKF gömbcsuklós fej belső menettel
			SKF gömbcsuklós fej belső menettel + szorítócsavar
			WSW gömbcsuklós fej belső menettel
		KÜLSŐ MENETES GÖMBCSUKLÓ	ASKUBAL gömbcsuklós fej külső menettel
			DURBAL gömbcsuklós fej külső menettel
			Faudi csukló DIN 71802 horganyzott acél
			HIRSCHMANN gömbcsuklós fej külső menettel
			IKO gömbcsuklós fej külső menettel
			INA gömbcsuklós fej külső menettel
			KELETI gömbcsuklós fej külső menettel
			SKF gömbcsuklós fej külső menettel
			WSW gömbcsuklós fej külső menettel
			WSW gömbcsuklós fej külső menettel, rozsdamentes
		GÖMBCSUKLÓ AXIÁLIS TERHELÉSRE	INA karbantartásmentes axiális gömbcsukló
			RINGBALL axiális gömbcsukló
			SKF karbantartásmentes axiális gömbcsukló
			WSW axiális gömbcsukló
			WSW karbantartásmentes axiális gömbcsukló
	LINEÁRIS CSAPÁGY	LINEÁRIS GOLYÓSCSAPÁGY / KOCSI	BLT lineáris kocsi
			CPC lineáris kocsi
			FIBRO golyós hüvely
			HIWIN lineáris kocsi
			HIWIN lineáris kocsi, dupla tömítéssel
			HIWIN tömítés lineáris kocsihoz
			IGUS lineáris kocsi
			IGUS/Drylin műanyag lineáris csapágy
			IKO lineáris csapágy
			IKO lineáris kocsi
			IKO tömítés lineáris csapágyhoz
			INA lineáris csapágy
			INA lineáris kocsi
			INA tömítőgyűrű
			KELETI lineáris csapágy
			KELETI lineáris kocsi
			KOYO lineáris csapágy
			NIPPON BEARING lineáris csapágy
			NIPPON BEARING lineáris csapágy (acél kosaras)
			NIPPON BEARING lineáris csapágy (műanyag kosaras)
			NIPPON BEARING tömítés lineáris csapágyhoz
			REXROTH lineáris golyós kocsi
			REXROTH lineáris golyóscsapágy
			REXROTH lineáris golyóscsapágy, nyitott
			REXROTH lineáris kocsi
			REXROTH lineáris kocsi, miniatűr
			SAMICK lineáris csapágy
			SCHNEEBERGER lineáris kocsi
			SKF/Ewellix lineáris csapágy
			SKF/Ewellix lineáris csapágy, nyitott
			SKF/Ewellix lineáris csapágy, rozsdamentes
			STEINEL golyós hüvely
			THK lineáris kocsi
		LINEÁRIS EGYSÉG	BLT lineáris kocsi sínnel
			EXXELLIN lineáris csapágyegység
			IKO lineáris csapágyegység
			INA lineáris csapágyegység
			KELETI lineáris csapágyegység
			KELETI lineáris csapágyegység (2db csapággyal)
			NIPPON BEARING lineáris csapágyegység
			NSK lineáris orsóvég csapágyegység
			REXROTH lineáris csapágyegység
			SAMICK lineáris csapágyegység
			SKF/Ewellix lineáris csapágyegység
			SKF/Ewellix lineáris csapágyegység, nyitott
			THK lineáris csapágyegység
			THK lineáris szett (1db sín + 2db kocsi)
		LINEÁRIS SIKLÓCSAPÁGY	REXROTH lineáris műanyag siklócsapágy
			SKF/Ewellix lineáris siklócsapágy
			SKF/Ewellix lineáris siklócsapágy, nyitott
		LINEÁRIS TENGELY, TENGELYTARTÓ, SÍN	CPC lineáris sín
			HIWIN lineáris sín
			IKO keresztgörgős lineáris sín
			IKO lineáris sín
			IKO lineáris tűgötgős sín
			INA lineáris sín
			KELETI lineáris sín
			REXROTH lineáris golyós sín
			REXROTH lineáris sín, miniatűr
			RÚDVEZETÉK Lineáris tengely
			SCHNEEBERGER lineáris sín
			SKF/Ewellix lineáris tengelybak / tengelyvezetés
		HIWIN olajtartály 1 lineáris kocsihoz
		IKO lineáris termék
		INA lineáris excenteres támasztógörgő
		REXROTH/AVENTICS lineáris villásfej
		ROLLON lineáris termék
		SAMICK lineáris termék
		ZIMMER pneumatikus lineáris megfogó
	SZABADONFUTÓ CSAPÁGY	KELETI szabadonfutó csapágy
		GMN szabadonfutó csapágy
		GRW szabadonfutó csapágy
		INA szabadonfutó csapágy
		KOYO szabadonfutó csapágy
		NSK szabadonfutó csapágy
		STIEBER szabadonfutó csapágy
	JÁRMŰIPARI CSAPÁGY	BREDA feszítő görgő
		BREDA toronycsapágy
		CARGO generátor csapágy
		DOLZ vízpumpa készlet
		FAG járműipari csapágy
		FAG kerékcsapágy
		FAG kerékcsapágy készlet
		FAG kétsorú kúpgörgős járműipari csapágy
		FAG kormánymű csapágy
		FAG kuplungkinyomó csapágy
		FAG szíjfeszítő csapágy
		FAG toronycsapágy
		FERSA klímacsapágy
		HONDA váltó készlet
		INA generátos csapágy
		INA kerékcsapágy készlet
		INA klímacsapágy
		INA szíjfeszítő csapágy
		INA váltó készlet
		INA vízpumpa csapágy
		INA/NSK generátor csapágy
		KBC kerékcsapágy
		KBC kormánymú csapágy
		KELETI generátor csapágy
		KELETI járműipari csapágy
		KELETI kerékcsapágy
		KELETI klímacsapágy
		KELETI kormánymű csapágy
		KELETI kuplungkinyomó csapágy
		KELETI szíjfeszítő csapágy
		KELETI toronycsapágy
		KELETI vízpumpa csapágy
		KOYO generátor csapágy
		KOYO kerékcsapágy
		KOYO kerékcsapágy készlet
		KOYO kétsorú kúpgörgős járműipari csapágy
		KOYO klíma csapágy
		KOYO klímacsapágy
		KOYO kormánymű csapágy
		KOYO kuplungkinyomó csapágy
		KOYO szíjfeszítő csapágy
		KOYO toronycsapágy
		KOYO vízpumpa csapágy
		KYB Nissan Vanette Cargo 2.3D 1999. toronycsapágy
		LUK generátor csapágy, szabadonfutó
		NACHI kerékcsapágy
		NACHI klímacsapágy
		NACHI kuplungkinyomó csapágy
		NSK generátor csapágy
		NSK kerékcsapágy
		NSK klímacsapágy
		NSK kormánymű csapágy
		NSK szíjfeszítő csapágy
		NTN generátor csapágy
		NTN kerékcsapágy
		NTN kerékcsapágy készlet
		NTN klímacsapágy
		NTN kormánymű csapágy
		NTN kuplungkinyomó csapágy
		NTN szíjfeszítő csapágy
		OPTIMAL kerékcsapágy készlet
		PFI generátor csapágy
		PFI járműipari csapágy
		PFI kerékcsapágy
		PFI klímacsapágy
		RBF vízpumpa csapágy
		RIV kerékcsapágy
		RUVILLE kerékcsapágy készlet
		RUVILLE szíjfeszítő csapágy
		SKF járműcsapágy
		SKF kétsorú kúpgörgős járműipari csapágy
		SNR kerékcsapágy
		SNR kerékcsapágy készlet
		SNR lengőkar készlet
		SNR váltó csapágy
		SUZUKI váltó készlet
		TIMKEN kerékcsapágy
		TIMKEN kerékcsapágy készlet
		TIMKEN kétsorú kúpgörgős járműipari csapágy
		TIMKEN kormánymű csapágy
		TIMKEN váltó csapágy
		TOURMAX motorkerékpár kormány csapágy készlet
		VICMA kerékcsapágy készlet
		ZKL/ZVL járműipari csapágy
	BISHOP-WISECARVER csapágy
	EZO csapágy
	FAFNIR csapágy
	FAG csapágy
	FAG egyedi gyártású "rajzszámos" csapágy
	FAG golyóscsapágy
	GMN forgókoszorú
	INA csapágy
	INA egyedi gyártású "rajzszámos" csapágy
	KBC csapágy
	KBC egyedi gyártású "rajzszámos" csapágy
	KELETI csapágy
	KELETI golyóscsapágy
	Kerékpár csapágy
	KOYO csapágy
	KOYO szalagvezető csapágy
	KOYO targoncagörgő
	NADELLA csapágy
	NSK csapágy
	NSK golyóscsapágy
	NTN csapágy
	SKF COOPER csapágy
	SKF csapágy
	SKF forgókoszorú
	SKF VASÚTI ÁGYTOKCSAPÁGY
	SKF vasúti kerékcsapágy egység
	SKF vasúti kerékpártengely csapágy (forgóváz)
	SKF/SNFA csapágy
	TIMKEN csapágy
	WINKEL targoncagörgő
	ZKL/ZVL golyóscsapágy

CSAPÁGYEGYSÉGEK	ASAHI öntött Y csapágyegység ovális házzal rozsdam
	ASAHI öntött Y csapágyegység, kör alakú házzal
	ASAHI öntött Y csapágyegység, négyzet alakú házzal
	ASAHI öntött Y csapágyegység, ovális alakú házzal
	ASAHI öntött Y csapágyegység, ovális házzal (RM)
	ASAHI öntött, álló Y csapágyegység
	ASAHI Y csapágyegység
	FAG csapágyegység
	FAG feszítő Y-csapágyegység öntöttvas házzal
	FAG öntött Y csapágyegység, kör alakú házzal
	FAG öntött, álló Y csapágyegység
	FAG öntött, álló Y csapágyegység (zsákfurattal)
	FAG Y csapágyegység
	FKL csapágyegység
	HFB öntött Y csapágyegység, kör alakú házzal
	HIWIN csapágyegység
	IGUS műanyag Y csapágyegység, ovális alakú házzal
	INA axiális csapágyegység
	INA feszítő Y-csapágyegység öntöttvas házzal
	INA kétsorú ferdehatásvonalú golyóscsap. egység
	INA öntött Y csapágyegys. ovális alakú kompakt ház
	INA öntött Y csapágyegység ovális kompakt házzal
	INA öntött Y csapágyegység, háromszög alakú házzal
	INA öntött Y csapágyegység, kör alakú házzal
	INA öntött Y csapágyegység, négyzet alakú házzal
	INA öntött Y csapágyegység, ovális alakú házzal
	INA öntött, álló Y csapágyegység
	INA öntött, álló Y csapágyegység (zsákfurattal)
	INA Y csapágyegység
	KELETI feszítő Y-csapágyegység öntöttvas házzal
	KELETI négyszög csap.egys, négyszög furatú csapágy
	KELETI öntött álló Y csapágyegység
	KELETI öntött álló Y csapágyegység (zsákfurattal)
	KELETI öntött Y csap.egys ovális házzal rozsdament
	KELETI öntött Y csapágyegység négyzet alakú házzal
	KELETI öntött Y csapágyegység, kör alakú házzal
	KELETI öntött Y csapágyegység, négyzet alakú h.
	KELETI öntött Y csapágyegység, ovális alakú ház
	KELETI öntött Y csapágyegység, ovális alakú házzal
	KELETI Y csapágyegység
	KOYO feszítő Y-csapágyegység öntöttvas házzal
	KOYO öntött Y csapágyegység, kör alakú házzal
	KOYO öntött Y csapágyegység, négyzet alakú házzal
	KOYO öntött Y csapágyegység, ovális alakú házzal
	KOYO öntött, álló Y csapágyegység
	KOYO öntött, álló Y csapágyegység (zsákfurattal)
	KOYO Y csapágyegység
	NKE öntött Y csapágyegység ovális kompakt házzal
	NKE öntött Y csapágyegység, kör alakú házzal
	NSK csapágyegység
	NSK öntött Y csapágyegység, kör alakú házzal
	NSK öntött, álló Y csapágyegység
	NTN feszítő Y-csapágyegység öntöttvas házzal
	NTN öntött Y csapágyegység, kör alakú házzal
	NTN öntött Y csapágyegység, négyzet alakú házzal
	NTN öntött, álló Y csapágyegység
	NTN Y csapágyegység
	RHP öntött Y csapágyegység, kör alakú házzal
	SEALMASTER öntött Y csapágyegység ovális alakú ház
	SKF ConCentra csapágyegység
	SKF élelmiszeripari Y csapágyegység
	SKF feszítő Y-csapágyegység öntöttvas házzal
	SKF Food Line Y-csapágyegység (négyzet)
	SKF Food Line Y-csapágyegység (ovális)
	SKF Food Line Y-csapágyház (négyzet)
	SKF műanyag Y csapágyegység, négyzet alakú házzal
	SKF műanyag Y csapágyegység, ovális alakú házzal
	SKF műanyag, álló Y csapágyegység (composit)
	SKF öntött Y csapágyegység, álló (zsákfurattal)
	SKF öntött Y csapágyegység, álló házzal
	SKF öntött Y csapágyegység, álló házzal /350°C
	SKF öntött Y csapágyegység, kör alakú házzal
	SKF öntött Y csapágyegység, négyzet alakú házzal
	SKF öntött Y csapágyegység, négyzet házzal /250°C
	SKF öntött Y csapágyegység, négyzet házzal /350°C
	SKF öntött Y csapágyegység, ovális alakú házzal
	SKF öntött, álló Y csapágyegység
	SKF öntött, álló Y csapágyegység (zsákfurattal)
	SKF rozsdamentes, álló Y csapágyegység (élelm.ip)
	SKF Y csapágyegység (SYF 508 + YAR 208-2F)
	SKF Y csapágyegység (SYFJ 505 + YAR 205-2F)
	SKF Y élelmiszerip cs.egys rm csapágy composit ház
	SKF Y-csapágyegység élelmiszeripari alk. (három f)
	SKF Y-csapágyegység élelmiszeripari alk. (négyzet)
	SKF Y-csapágyegység élelmiszeripari alk. (ovális)
	SNR élelmiszeripari Y csapágyegység négyzet házzal
	SNR öntött Y csapágyegység, kör alakú házzal
	SNR öntött Y csapágyegység, négyzet alakú házzal
	SNR Y csapágyegység
	TIMKEN csapágyegység
	TIMKEN Y csapágyegység
	ZKL/ZVL öntött álló Y csapágyegység
	ZKL/ZVL öntött Y csapágyegység, kör alakú házzal
	ZKL/ZVL öntött Y csapágyegység, négyzet alakú h.
	ZKL/ZVL öntött Y csapágyegység, négyzet alakú ház
	ZKL/ZVL öntött Y csapágyegység, ovális alakú ház

CSAPÁGYHÁZAK (S1,S2,S3,S4,S5)	CSAPÁGYHÁZ Y CSAPÁGYAKHOZ	Y CSAPÁGYHÁZ	FAG öntött Y csapágyház, kör alakú
			INA feszítő Y öntöttvas csapágyház
			INA öntött Y csapágyház, négyzet alakú
			INA öntött Y csapágyház, ovális alakú
			INA öntött Y csapágyház, ovális alakú, kompakt
			INA öntött, álló Y csapágyház
			INA öntött, álló Y csapágyház (zsákfurattal)
			INA Y feszítő, öntöttvas csapágyház
			INA Y sajtolt acél csapágyház, kerek
			INA Y sajtolt acél csapágyház, ovális
			KELETI műanyag Y csapágyház, négyzet alakú
			KELETI műanyag Y csapágyház, ovális alakú
			KELETI műanyag Y feszítő, öntöttvas csapágyház
			KELETI műanyag, álló Y csapágyház (composit)
			KELETI öntött álló Y csapágyház
			KELETI öntött álló Y csapágyház, magasított
			KELETI öntött Y csapágyház, kör alakú
			KELETI öntött Y csapágyház, négyzet alakú
			KELETI öntött Y csapágyház, ovális alakú
			KELETI Y csapágyház
			KELETI Y feszítő, öntöttvas csapágyház
			KELETI Y feszítő, öntöttvas csapágyház
			KELETI Y sajtolt acél csapágyház, álló
			KELETI Y sajtolt acél csapágyház, háromszögletű
			KELETI Y sajtolt acél csapágyház, kerek
			KELETI Y sajtolt acél csapágyház, ovális
			KELETI Y sajtolt, ovális, acél csapágyház
			KOYO öntött Y csapágyház, négyzet alakú
			KOYO öntött, álló Y csapágyház
			NKE öntött Y csapágyház, ovális alakú, kompakt
			NTN öntött Y csapágyház, négyzet alakú
			NTN öntött Y csapágyház, ovális alakú
			NTN öntött, álló Y csapágyház
			NTN Y csapágyház
			SKF műanyag Y csapágyház, négyzet alakú (composit)
			SKF műanyag Y csapágyház, ovális alakú (composit)
			SKF műanyag, álló Y csapágyház (composit)
			SKF öntött Y csapágyház, álló
			SKF öntött Y csapágyház, álló (zsákfurattal)
			SKF öntött Y csapágyház, kör alakú
			SKF öntött Y csapágyház, négyzet alakú
			SKF öntött Y csapágyház, ovális alakú
			SKF öntött Y csapágyház, ovális alakú, kompakt
			SKF Y feszítő, öntöttvas csapágyház
			SKF Y sajtolt acél csapágyház, álló
			SKF Y sajtolt acél csapágyház, háromszögletű
			SKF Y sajtolt acél csapágyház, kerek
			SKF Y sajtolt acél csapágyház, ovális
			SNR feszítő Y öntöttvas csapágyház
			ZKL/ZVL Y sajtolt acél csapágyház, ovális
		Y CSAPÁGYHÁZ TARTOZÉK	SKF rezgéscsillapító gumibetét
			SKF végfedél Y csapágyházhoz
	CSAPÁGYHÁZ BEÁLLÓ CSAPÁGYAKHOZ	CSAPÁGYHÁZ	FAG csapágyház
			KELETI csapágyház
			SKF csapágyház
			SKF karimás csapágyház átmenő tengelyekhez
			SKF karimás csapágyház tengelyvégekhez
		CSAPÁGYHÁZ TARTOZÉK	FAG betétgyűrű csapágyházakhoz
			FAG csapágyház tömítés
			FAG csapágyház tömítés, filctömítés
			FAG komplett szorítóhüvely (H+KM+MB)
			FAG lehúzóhüvely
