TERMOKKOD	TERMEKNEV	KEP 1	KEP 2	KEP 3
PHL FM10/400	SKF szíjfrekvencia mérő műszer,szíjfeszesség mérés	https://cdn.skfmediahub.skf.com/api/public/0901d19680cc6bf2/png_highpreview_800/0901d19680cc6bf2_png_highpreview_800.png		
PHE UJMA...	SKF szimpla kardáncsuklós tengelykapcsoló	https://cdn.skfmediahub.skf.com/api/public/0901d19680bf161a/png_highpreview/0901d19680bf161a_png_highpreview.png		
PSM	SKF szinterbronz hengeres csúszócsapágy	https://cdn.skfmediahub.skf.com/api/public/0901d1968080a194/png_highpreview/0901d1968080a194_png_highpreview.png		
PSMF	SKF szinterbronz peremes csúszócsapágy	https://cdn.skfmediahub.skf.com/api/public/0901d1968080a195/png_highpreview/0901d1968080a195_png_highpreview.png	https://www.skf.com/webpim/0901d196803b79f3/0901d196803b79f3.svg	
TKSU 10	SKF szivárgáskereső	https://cdn.skfmediahub.skf.com/api/public/0901d196807d2523/png_highpreview/0901d196807d2523_png_highpreview.png		
OH	SKF szorítóhüvely olajnyomásos szereléshez	https://www.skf.com/webpim/0901d19680cb934b/png/0901d19680cb934b.png	https://www.skf.com/webpim/0901d19680398a65/0901d19680398a65.svg	
BSD ... CGA	SKF szuperprec. egyirányú ferdehat. ax. golyóscsap	https://cdn.skfmediahub.skf.com/api/public/0901d1968080a174/png_highpreview/0901d1968080a174_png_highpreview.png		
BEAM	SKF szuperprec. kétsorú ferdehat. golyóscsap. csav	https://www.skf.com/webpim/0901d196808e8c65/png/0901d196808e8c65.png	https://www.skf.com/webpim/0901d196803b30b7/0901d196803b30b7.svg	https://www.skf.com/webpim/0901d19680483318/0901d19680483318.svg
BEAS	SKF szuperprec. kétsorú ferdehat. golyóscsapágy	https://www.skf.com/webpim/0901d196808e8c67/png/0901d196808e8c67.png	https://www.skf.com/webpim/0901d196803b30b2/0901d196803b30b2.svg	
NNTR, NUTR	SKF támasztógörgő (kétsorú telegörgős hengergörgős	https://www.skf.com/webpim/0901d19680c37bec/png/0901d19680c37bec.png	https://www.skf.com/webpim/0901d1968037d129/0901d1968037d129.svg	
NATV	SKF támasztógörgő (telegörgős tűgörgős)	https://www.skf.com/webpim/0901d19680c37bee/png/0901d19680c37bee.png	https://www.skf.com/webpim/0901d19680c6921b/0901d19680c6921b.svg	
NATR	SKF támasztógörgő (tűgörgős)	https://www.skf.com/webpim/0901d19680c37bee/png/0901d19680c37bee.png	https://www.skf.com/webpim/0901d19680c6934b/0901d19680c6934b.svg	
RSTO	SKF támasztógörgő belső gyűrű nélkül	https://www.skf.com/webpim/0901d19680c37dc3/png/0901d19680c37dc3.png	https://www.skf.com/webpim/0901d1968037d11b/0901d1968037d11b.svg	
STO	SKF támasztógörgő belső gyűrűvel	https://www.skf.com/webpim/0901d19680c37dc2/png/0901d19680c37dc2.png	https://www.skf.com/webpim/0901d1968037d11e/0901d1968037d11e.svg	
TLSD 1-SPV	SKF tartólemez visszacsapó szeleppel, olajkenéshez	https://cdn.skfmediahub.skf.com/api/public/09481bb140becad8/png_highpreview/09481bb140becad8_png_highpreview.png		
ZW	SKF távtartótárcsa csapágyházakhoz	https://www.skf.com/webpim/0947249fbfa65bc1/png/0947249fbfa65bc1.png	https://www.skf.com/webpim/0901d196803e9ca6/0901d196803e9ca6.svg	
PWM	SKF teflonszálas csúszócsapágy	https://www.skf.com/hu/products/plain-bearings/bushings-thrust-washers-strips/productid-PWM%20100115120		
HM 3000	SKF tengelyanya	https://www.skf.com/webpim/0901d19680cb9348/png/0901d19680cb9348.png	https://www.skf.com/webpim/0901d19680390ce5/0901d19680390ce5.svg	https://www.skf.com/webpim/0901d196803d4e54/0901d196803d4e54.svg
KMF	SKF tengelyanya 3 rögzítőcsavarral	https://cdn.skfmediahub.skf.com/api/public/09686d057d6e3f4d/png_highpreview/09686d057d6e3f4d_png_highpreview.png		
KMK	SKF tengelyanya hernyócsavarral	https://www.skf.com/webpim/0901d1968080a152/png/0901d1968080a152.png	https://www.skf.com/webpim/0901d19680390cfe/0901d19680390cfe.svg	
KMFE	SKF tengelyanya rögzítőcsavarral	https://www.skf.com/webpim/0901d196808e8696/png/0901d196808e8696.png	https://www.skf.com/webpim/0901d19680390cff/0901d19680390cff.svg	https://www.skf.com/webpim/0901d196803d4e54/0901d196803d4e54.svg
TMHN 7	SKF tengelyanyakulcs-készlet	https://cdn.skfmediahub.skf.com/api/public/0901d1968010b80f/png_highpreview/0901d1968010b80f_png_highpreview.png		
99... Speedy Sleeve	SKF tengelyjavító persely / Speedi-Sleeve	https://www.skf.com/webpim/0901d1968029a5d8/png/0901d1968029a5d8.png	https://www.skf.com/webpim/0901d196803dd835/0901d196803dd835.svg	
WS	SKF tengelytárcsa hengergörgős axiális csapágyhoz	https://www.skf.com/webpim/0901d196808e8849/png/0901d196808e8849.png	https://www.skf.com/webpim/0901d1968039c421/0901d1968039c421.svg	
TIH 030-Y3	SKF TIH 030 melegítőhöz befogókar (20x20x215mm)	https://cdn.skfmediahub.skf.com/api/public/094acd865c6c0f98/png_highpreview/094acd865c6c0f98_png_highpreview.png		
TKES TS-5	SKF TKES endoszkóp tartozék (félmerev kábel, 5m)	https://cdn.skfmediahub.skf.com/api/public/094921b04852da97/png_highpreview/094921b04852da97_png_highpreview.png		
TKES TF-1	SKF TKES endoszkóp tartozék (flexibilis kábel, 1m)	https://cdn.skfmediahub.skf.com/api/public/0947adaecb0eff0c/png_highpreview/0947adaecb0eff0c_png_highpreview.png		
TKES TF-5	SKF TKES endoszkóp tartozék (flexibilis kábel, 5m)	https://cdn.skfmediahub.skf.com/api/public/094921b04852da97/png_highpreview/094921b04852da97_png_highpreview.png		
TKES TA-1	SKF TKES endoszkóp tartozék (tagolt kábel, 1m)	https://cdn.skfmediahub.skf.com/api/public/09464491a724a094/png_highpreview/09464491a724a094_png_highpreview.png		
TKRT 10-ADAPT	SKF TKRT 10 fordulatszámmérőhöz érintőadapter	https://cdn.skfmediahub.skf.com/api/public/09478fb177b939f2/png_highpreview/09478fb177b939f2_png_highpreview.png		
TKRT-RTAPE	SKF TKRT fsz.mérő tartozék (fényvisszaverő szalag)	https://cdn.skfmediahub.skf.com/api/public/0901d196807f7e2d/png_highpreview/0901d196807f7e2d_png_highpreview.png		
TLSD 1-BAT	SKF TLSD akkucsomag (4.5V, 2.7Ah / Alkáli mangán)	https://cdn.skfmediahub.skf.com/api/public/09411aa3e5eb3f31/png_highpreview/09411aa3e5eb3f31_png_highpreview.png		
TMBH 1-1A	SKF TMBH 1 melegítőhöz tartalék logikai áramkör	https://cdn.skfmediahub.skf.com/api/public/094a059be53ad2ac/png_highpreview/094a059be53ad2ac_png_highpreview.png		
TMBH 1-1B	SKF TMBH 1 melegítőhöz tartalék tápegység	https://cdn.skfmediahub.skf.com/api/public/094091af110358c2/png_highpreview/094091af110358c2_png_highpreview.png		
TMBH 1-3	SKF TMBH 1 melegítőhöz tartozék hőszonda	https://cdn.skfmediahub.skf.com/api/public/09492581d042fd34/png_highpreview/09492581d042fd34_png_highpreview.png		
TMBS 100E-3	SKF TMBS 100E lehúzóhoz 2db bővítő rúd (125mm)	https://cdn.skfmediahub.skf.com/api/public/094f47a1a623bc05/png_highpreview/094f47a1a623bc05_png_highpreview.png		
TMBS 100E-2	SKF TMBS 100E lehúzóhoz 2db fő rúd	https://cdn.skfmediahub.skf.com/api/public/094beebb0d3a6656/png_highpreview/094beebb0d3a6656_png_highpreview.png		
TMBS 100E-4	SKF TMBS 100E lehúzóhoz 4db bővítő rúd (285mm)	https://cdn.skfmediahub.skf.com/api/public/0949ca8f6f9bc8b5/png_highpreview/0949ca8f6f9bc8b5_png_highpreview.png		
TMBS 100E-1	SKF TMBS 100E lehúzóhoz kartartó keresztrúd	https://cdn.skfmediahub.skf.com/api/public/0943d4996fd16b6b/png_highpreview/0943d4996fd16b6b_png_highpreview.png		
TMBS 50E-2	SKF TMBS 100E lehúzóhoz orsó	https://cdn.skfmediahub.skf.com/api/public/09417db3aa9d6274/png_highpreview/09417db3aa9d6274_png_highpreview.png		
TMBS 100E-5	SKF TMBS 100E lehúzóhoz szeparátor	https://cdn.skfmediahub.skf.com/api/public/09494882e84e0985/png_highpreview/09494882e84e0985_png_highpreview.png		
TMBS 150E-1	SKF TMBS 150E lehúzóhoz kartartó keresztrúd	https://cdn.skfmediahub.skf.com/api/public/0943d4996fd16b6b/png_highpreview/0943d4996fd16b6b_png_highpreview.png		
TMBS 150E-5	SKF TMBS 150E lehúzóhoz szeparátor	https://cdn.skfmediahub.skf.com/api/public/0943318a83559474/png_highpreview/0943318a83559474_png_highpreview.png		
TMBS 50E-1K	SKF TMBS 50E lehúzóhoz 2x2db fő rúd	https://cdn.skfmediahub.skf.com/api/public/0940e4ad6d2906c4/png_highpreview/0940e4ad6d2906c4_png_highpreview.png		
TMEB A2	SKF TMEB 2 és TKBA 40-hez oldaladapter	https://cdn.skfmediahub.skf.com/api/public/09492ca0a058e15f/png_highpreview/09492ca0a058e15f_png_highpreview.png		
TMFT 36 ... pogácsák	SKF TMFT 36 csapágyfelütő klt pótalkatrész pogácsa	https://cdn.skfmediahub.skf.com/api/public/09422084338df3e9/png_highpreview/09422084338df3e9_png_highpreview.png		
TMFT 36-A	SKF TMFT 36 csapágyfelütő klt. csőtoldat (A)	https://cdn.skfmediahub.skf.com/api/public/0947a4b74efe81b0/png_highpreview/0947a4b74efe81b0_png_highpreview.png		
TMFT 36-B	SKF TMFT 36 csapágyfelütő klt. csőtoldat (B)	https://cdn.skfmediahub.skf.com/api/public/094af78e8f9e1d7e/png_highpreview/094af78e8f9e1d7e_png_highpreview.png		
TMFT 36-C	SKF TMFT 36 csapágyfelütő klt. csőtoldat (C)	https://cdn.skfmediahub.skf.com/api/public/0941669e58fb6b94/png_highpreview/0941669e58fb6b94_png_highpreview.png		
TMHP 10E-11	SKF TMHP 10E hidraulikus lehúzóhoz kar (240mm)	https://cdn.skfmediahub.skf.com/api/public/0945c991a8fd9c2f/png_highpreview/0945c991a8fd9c2f_png_highpreview.png		
TMHP 10E-12	SKF TMHP 10E hidraulikus lehúzóhoz kar (285mm)	https://cdn.skfmediahub.skf.com/api/public/0947b4adef3c537f/png_highpreview/0947b4adef3c537f_png_highpreview.png		
TMHP 10E-5	SKF TMHP 10E hidraulikus lehúzóhoz kartartó	https://cdn.skfmediahub.skf.com/api/public/094e41aa562e3cff/png_highpreview/094e41aa562e3cff_png_highpreview.png		
TMHP 15-3	SKF TMHP 15/260 hidraulikus lehúzóhoz kar (440mm)	https://cdn.skfmediahub.skf.com/api/public/09491998fb9fcf93/png_highpreview/09491998fb9fcf93_png_highpreview.png		
TMHP 15-4	SKF TMHP 15/260 hidraulikus lehúzóhoz kar (690mm)	https://cdn.skfmediahub.skf.com/api/public/0944f981376ff157/png_highpreview/0944f981376ff157_png_highpreview.png		
TMHP 15-5	SKF TMHP 15/260 hidraulikus lehúzóhoz orsó	https://cdn.skfmediahub.skf.com/api/public/09442cbd5d066b4e/png_highpreview/09442cbd5d066b4e_png_highpreview.png		
TMHP 30-3	SKF TMHP 30 hidraulikus lehúzóhoz kar (600mm)	https://cdn.skfmediahub.skf.com/api/public/094423a99ddfe39b/png_highpreview/094423a99ddfe39b_png_highpreview.png		
TMHP 30-5	SKF TMHP 30 hidraulikus lehúzóhoz orsó	https://cdn.skfmediahub.skf.com/api/public/09442cbd5d066b4e/png_highpreview/09442cbd5d066b4e_png_highpreview.png		
TMHP 50-2	SKF TMHP 50 hidraulikus lehúzóhoz kar (320mm)	https://cdn.skfmediahub.skf.com/api/public/094792a1a7018338/png_highpreview/094792a1a7018338_png_highpreview.png		
TMHP 50-5	SKF TMHP 50 hidraulikus lehúzóhoz orsó	https://cdn.skfmediahub.skf.com/api/public/09442cbd5d066b4e/png_highpreview/09442cbd5d066b4e_png_highpreview.png		
TMIC C7-8	SKF TMIC lehúzó adapter, d=7-8mm	https://cdn.skfmediahub.skf.com/api/public/0946c98a8b3b99fd/png_highpreview/0946c98a8b3b99fd_png_highpreview.png		
TMIP S1	SKF TMIP 7-28 és TMIC 7-28-hoz kis csúszókalapács	https://cdn.skfmediahub.skf.com/api/public/0947919242f08e26/png_highpreview/0947919242f08e26_png_highpreview.png		
TMIP E10-12	SKF TMIP lehúzó adapter, d=10-12mm	https://cdn.skfmediahub.skf.com/api/public/094c94b1ccb96e40/png_highpreview/094c94b1ccb96e40_png_highpreview.png		
TMIP E15-17	SKF TMIP lehúzó adapter, d=15-17mm	https://cdn.skfmediahub.skf.com/api/public/094c94b1ccb96e40/png_highpreview/094c94b1ccb96e40_png_highpreview.png		
TMIP E20-28	SKF TMIP lehúzó adapter, d=20-28mm	https://cdn.skfmediahub.skf.com/api/public/094c94b1ccb96e40/png_highpreview/094c94b1ccb96e40_png_highpreview.png		
TMIP E30-40	SKF TMIP lehúzó adapter, d=30-40mm	https://cdn.skfmediahub.skf.com/api/public/094c94b1ccb96e40/png_highpreview/094c94b1ccb96e40_png_highpreview.png		
TMIP E7-9	SKF TMIP lehúzó adapter, d=7-9mm	https://cdn.skfmediahub.skf.com/api/public/094c94b1ccb96e40/png_highpreview/094c94b1ccb96e40_png_highpreview.png		
TMJE 300-9	SKF TMJE 300 olajinjektorhoz javítókészlet	https://cdn.skfmediahub.skf.com/api/public/094d139370af8655/png_highpreview/094d139370af8655_png_highpreview.png		
TLMP 1008/24DC	SKF többpontos automata kenőberendezés	https://cdn.skfmediahub.skf.com/api/public/0901d196805e4cf4/png_highpreview/0901d196805e4cf4_png_highpreview.png		
TLMP 1008/24DC	SKF többpontos automata kenőberendezés	https://cdn.skfmediahub.skf.com/api/public/0901d196805e4cf4/png_highpreview/0901d196805e4cf4_png_highpreview.png		
BS2	SKF tömített beálló görgőscsapágy	https://www.skf.com/webpim/0901d19680809874/png/0901d19680809874.png	https://www.skf.com/webpim/0901d196803a5a1f/0901d196803a5a1f.svg	
BS2 ... K	SKF tömített beálló görgőscsapágy kúpos furattal	https://www.skf.com/webpim/0901d19680809874/png/0901d19680809874.png	https://www.skf.com/webpim/0901d196803c489f/0901d196803c489f.svg	
GE …-2LS, GE …-2RS, GE .. ES-2RS, GEH .. ES-2LS, GEH .. ES-2RS, GEM .. ES-2RS, GEZ .. ES-2RS	SKF tömített gömbcsukló	https://www.skf.com/webpim/094148b8ceeac27e/png/094148b8ceeac27e.png	https://www.skf.com/webpim/0901d196803d028a/0901d196803d028a.svg	
Z	SKF tömítőtárcsapár	https://www.skf.com/webpim/09430bb346c47a50/png/09430bb346c47a50.png	https://www.skf.com/webpim/0901d196803ea934/0901d196803ea934.svg	
PBM	SKF tömör bronz hengeres csúszócsapágy	https://cdn.skfmediahub.skf.com/api/public/0901d1968080a188/png_highpreview/0901d1968080a188_png_highpreview.png		
PBMF	SKF tömör bronz peremes csúszócsapágy	https://cdn.skfmediahub.skf.com/api/public/0901d1968080a189/png_highpreview/0901d1968080a189_png_highpreview.png		
NK, NKS, RNA	SKF tűgörgős csapágy belső gyűrű nélkül	https://www.skf.com/webpim/0901d196808e8851/png/0901d196808e8851.png	https://www.skf.com/webpim/0901d1968039dc19/0901d1968039dc19.svg	
RNA 2RS, RNA RS	SKF tűgörgős csapágy belső gyűrű nélkül, porvédős	https://www.skf.com/webpim/0901d196808e8c78/png/0901d196808e8c78.png	https://www.skf.com/webpim/0901d1968039dc18/0901d1968039dc18.svg	
NA, NKI, NKIS	SKF tűgörgős csapágy belső gyűrűvel	https://www.skf.com/webpim/0901d19680809862/png/0901d19680809862.png	https://www.skf.com/webpim/0901d1968039f00c/0901d1968039f00c.svg	
NA ..-2RS, NA ..-RS	SKF tűgörgős csapágy belső gyűrűvel, porvédős	https://www.skf.com/webpim/0901d19680cb2d1d/png/0901d19680cb2d1d.png	https://www.skf.com/webpim/0901d1968039f0c4/0901d1968039f0c4.svg	
NAO	SKF tűgörgős csapágy belső gyűrűvel, vállak nélkül	https://www.skf.com/webpim/0901d19680cb2f31/png/0901d19680cb2f31.png	https://www.skf.com/webpim/0901d1968039f0c9/0901d1968039f0c9.svg	
K	SKF tűgörgős kosár	https://www.skf.com/webpim/0901d19680809865/png/0901d19680809865.png	https://www.skf.com/webpim/0901d1968039bc8b/0901d1968039bc8b.svg	
V VA ... NBR_SKF	SKF V-gyűrű "A" NBR	https://cdn.skfmediahub.skf.com/api/public/0901d196804a30ee/png_highpreview/0901d196804a30ee_png_highpreview.png		
V VA ... VITON_SKF	SKF V-gyűrű "A" VITON	https://cdn.skfmediahub.skf.com/api/public/0901d196804a30a5/png_highpreview/0901d196804a30a5_png_highpreview.png		
V VL ... NBR_SKF	SKF V-gyűrű "L" NBR	https://cdn.skfmediahub.skf.com/api/public/0901d196804a30f6/png_highpreview/0901d196804a30f6_png_highpreview.png		
V VL ... VITON_SKF	SKF V-gyűrű "L" VITON	https://cdn.skfmediahub.skf.com/api/public/0901d196804a30f3/png_highpreview/0901d196804a30f3_png_highpreview.png		
V VS ... NBR_SKF	SKF V-gyűrű "S" NBR	https://cdn.skfmediahub.skf.com/api/public/0901d196804a3110/png_highpreview/0901d196804a3110_png_highpreview.png		
V VS ... VITON_SKF	SKF V-gyűrű "S" VITON	https://cdn.skfmediahub.skf.com/api/public/0901d196804a310e/png_highpreview/0901d196804a310e_png_highpreview.png		
ECW, ECY	SKF végfedél Y csapágyházhoz	https://www.skf.com/webpim/0901d196808097f6/png/0901d196808097f6.png	https://www.skf.com/webpim/0901d196804140e4/0901d196804140e4.svg	
FPAAA	SKF vékony keresztm. egysoros ferdeh.golyóscsapágy			
TKSA 41	SKF vezeték nélküli lézeres tengelybeállító	https://cdn.skfmediahub.skf.com/api/public/0901d196804def9f/png_highpreview/0901d196804def9f_png_highpreview.png		
TKSA 51	SKF vezeték nélküli lézeres tengelybeállító (okos)	https://cdn.skfmediahub.skf.com/api/public/0901d196804defa4/png_highpreview/0901d196804defa4_png_highpreview.png		
TKSA 31	SKF vezetékes lézeres tengelybeállító	https://cdn.skfmediahub.skf.com/api/public/0901d196804def9b/png_highpreview/0901d196804def9b_png_highpreview.png		
361200	SKF vezetőgörgő (mélyhornyú golyós) domború palást	https://www.skf.com/webpim/0901d196807ff27c/png/0901d196807ff27c.png	https://www.skf.com/webpim/0901d1968037d118/0901d1968037d118.svg	
729659 C	SKF villamos melegítőlap	https://cdn.skfmediahub.skf.com/api/public/094a1ca42f81a4ad/png_highpreview/094a1ca42f81a4ad_png_highpreview.png		
LAPV 1/4	SKF visszacsapó szelep G1/4	https://cdn.skfmediahub.skf.com/api/public/0944a2a460452c80/png_highpreview/0944a2a460452c80_png_highpreview.png		
LAPV 1/8	SKF visszacsapó szelep G1/8	https://cdn.skfmediahub.skf.com/api/public/0944c4bfda708722/png_highpreview/0944c4bfda708722_png_highpreview.png		
TMCD 1/2R	SKF vízszintes mérőóra hidraulikus anyákhoz	https://cdn.skfmediahub.skf.com/api/public/094fbeabcf9b2a0f/png_highpreview/094fbeabcf9b2a0f_png_highpreview.png		
TMCD 10R	SKF vízszintes mérőóra hidraulikus anyákhoz	https://cdn.skfmediahub.skf.com/api/public/094fbeabcf9b2a0f/png_highpreview/094fbeabcf9b2a0f_png_highpreview.png		
E- ... XP	SKF Xtra erősített ékszíj - XP	https://cdn.skfmediahub.skf.com/api/public/0901d19680be821f/png_highpreview/0901d19680be821f_png_highpreview.png		
172600	SKF Y csapágy szabványos belső gyűrűvel	https://www.skf.com/webpim/0901d1968080935b/png/0901d1968080935b.png	https://www.skf.com/webpim/0901d1968036f8d3/0901d1968036f8d3.svg	
LAPM 2	SKF Y csatlakozó	https://cdn.skfmediahub.skf.com/api/public/094dd581ac2b1edb/png_highpreview/094dd581ac2b1edb_png_highpreview.png		
TU, TUJ	SKF Y feszítő, öntöttvas csapágyház	https://www.skf.com/webpim/0901d19680809817/png/0901d19680809817.png	https://www.skf.com/webpim/0901d196803d4e55/0901d196803d4e55.svg	https://www.skf.com/webpim/0901d196803d4e54/0901d196803d4e54.svg
P	SKF Y sajtolt acél csapágyház, álló	https://cdn.skfmediahub.skf.com/api/public/0901d1968080980a/png_highpreview/0901d1968080980a_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/0901d196803b79fb/svg_preview/0901d196803b79fb_svg_preview.svg	https://cdn.skfmediahub.skf.com/api/public/0901d196803b79fa/svg_preview/0901d196803b79fa_svg_preview.svg
PFD	SKF Y sajtolt acél csapágyház, háromszögletű	https://www.skf.com/webpim/0901d19680809807/png/0901d19680809807.png	https://www.skf.com/webpim/0901d196803d4db9/0901d196803d4db9.svg	https://www.skf.com/webpim/0901d196803d4db6/0901d196803d4db6.svg
PF	SKF Y sajtolt acél csapágyház, kerek	https://www.skf.com/webpim/0901d19680809808/png/0901d19680809808.png	https://www.skf.com/webpim/0901d196803d4db7/0901d196803d4db7.svg	https://www.skf.com/webpim/0901d196803d4db6/0901d196803d4db6.svg
PFT	SKF Y sajtolt acél csapágyház, ovális	https://www.skf.com/webpim/0901d19680809809/png/0901d19680809809.png	https://www.skf.com/webpim/0901d196803d4edf/0901d196803d4edf.svg	https://www.skf.com/webpim/0901d196803d4db6/0901d196803d4db6.svg
YSA	SKF Y-csapágy kúpos furattal, szorítóhüvellyel	https://www.skf.com/webpim/0901d19680809821/png/0901d19680809821.png	https://www.skf.com/webpim/0901d1968036f8d2/0901d1968036f8d2.svg	
F3BBC	SKF Y-csapágyegység élelmiszeripari alk. (három f)	https://www.skf.com/webpim/0901d1968081997b/png/0901d1968081997b.png		
F4BC	SKF Y-csapágyegység élelmiszeripari alk. (négyzet)	https://www.skf.com/webpim/0901d196808e8985/png/0901d196808e8985.png		
FYWR EGYSÉG	SKF Y-csapágyegység élelmiszeripari alk. (négyzet)	https://www.skf.com/webpim/0901d196808e8985/png/0901d196808e8985.png		
F2BSS	SKF Y-csapágyegység élelmiszeripari alk. (ovális)	https://www.skf.com/webpim/094018bb5810a8b0/png/094018bb5810a8b0.png		
F4BSS	SKF Y-csapágyegység rozsdamentes ház (négyzet)	https://www.skf.com/webpim/0942d9b218bec070/png/0942d9b218bec070.png		
233950 E	SKF záródugó	https://cdn.skfmediahub.skf.com/api/public/0901d19680918774/png_highpreview_800/0901d19680918774_png_highpreview_800.png		
SIM CRSH11 R, SIM CRSH13 R, SIM CRWH1 R	SKF zárt fémházas simmering (egyajkas) NBR	https://www.skf.com/webpim/0901d196804a3e14/png/0901d196804a3e14.png	https://www.skf.com/webpim/0901d196803c9297/0901d196803c9297.svg	
SIM CRSHA12 R, SIM CRWHA1 R	SKF zárt fémházas simmering (kétajkas) NBR	https://www.skf.com/webpim/0901d196804a3e16/png/0901d196804a3e16.png	https://www.skf.com/webpim/0901d196803c9298/0901d196803c9298.svg	
LGLT	SKF zsír alacsony hőmérs., extrém magas fordulat	https://cdn.skfmediahub.skf.com/api/public/0901d19680152b27/png_highpreview_800/0901d19680152b27_png_highpreview_800.png		
TKGT 1	SKF zsírellenőrző készlet	https://cdn.skfmediahub.skf.com/api/public/0901d19680ba7d46/png_highpreview/0901d19680ba7d46_png_highpreview.png		
TKGT 1-RK1	SKF zsírellenőrző készlet RK1	https://cdn.skfmediahub.skf.com/api/public/0901d19680ba7d48/png_highpreview/0901d19680ba7d48_png_highpreview.png		
TKGT 1-RK3	SKF zsírellenőrző készlet RK3	https://cdn.skfmediahub.skf.com/api/public/0901d19680ba7d49/png_highpreview/0901d19680ba7d49_png_highpreview.png		
LAGM 1000E	SKF zsírmennyiség mérő	https://cdn.skfmediahub.skf.com/api/public/0901d1968035e506/png_highpreview/0901d1968035e506_png_highpreview.png		
LAGF 18	SKF zsírtöltő pumpa 265-285mm átmérőjű hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d19680107249/png_highpreview/0901d19680107249_png_highpreview.png		
LAGF 50	SKF zsírtöltő pumpa 350-385mm átmérőjű hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d19680107244/png_highpreview/0901d19680107244_png_highpreview.png		
LAGS 8	SKF zsírzófej készlet	https://cdn.skfmediahub.skf.com/api/public/0901d19680107245/png_highpreview/0901d19680107245_png_highpreview.png		
LAPG 1/4	SKF zsírzógomb G1/4	https://cdn.skfmediahub.skf.com/api/public/094a41bad9dad425/png_highpreview/094a41bad9dad425_png_highpreview.png		
TLGH 1	SKF zsírzópisztoly (lökettérfogat: 0,9ccm)	https://cdn.skfmediahub.skf.com/api/public/0901d19680153192/png_highpreview/0901d19680153192_png_highpreview.png		
1077600/SET	SKF zsírzópisztoly készlet	https://cdn.skfmediahub.skf.com/api/public/0901d19680105732/png_highpreview/0901d19680105732_png_highpreview.png		
1077600 H	SKF zsírzópisztoly+flexi szár (lökettérf.:1,5ccm)	https://cdn.skfmediahub.skf.com/api/public/094bc39a146c1dab/png_highpreview/094bc39a146c1dab_png_highpreview.png		
1077600	SKF zsírzópisztoly+merev szár (lökettérf.:1,5ccm)	https://cdn.skfmediahub.skf.com/api/public/0901d19680107236/png_highpreview/0901d19680107236_png_highpreview.png		
LAGG 180AE	SKF zsírzópumpa 180kg-os hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d19680107226/png_highpreview/0901d19680107226_png_highpreview.png		
LAGG 18M	SKF zsírzópumpa 18kg-os hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d1968010724a/png_highpreview/0901d1968010724a_png_highpreview.png		
LAGG 50AE	SKF zsírzópumpa 50kg-os hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d1968010723d/png_highpreview/0901d1968010723d_png_highpreview.png		
1077600-1 A	SKF zsírzószárhoz fej	https://cdn.skfmediahub.skf.com/api/public/094f7ca2c057be1f/png_highpreview/094f7ca2c057be1f_png_highpreview.png		
LAGN 120	SKF zsírzószem készlet	https://cdn.skfmediahub.skf.com/api/public/0901d19680107223/png_highpreview/0901d19680107223_png_highpreview.png		
TLAC	SKF zsírzószem védőkupak és címketartó, 50db	https://primacsapagy.hu/wp-content/uploads/2021/05/TLAC-600x248.png		
CAHB-10-B4A-100209-AAAA0A-000	SKF/Ewellix actuator sliding screw with steel tube	https://lmbt.medias.schaeffler.com/assets/productImage/CAHB-10.jpg		
FLBU 32 KMT	SKF/Ewellix ball screw support bearings, with KMT	https://lmbt.medias.schaeffler.com/assets/productImage/FLBU.jpg		
LBBR, LBCD, LBCR	SKF/Ewellix lineáris csapágy	https://www.ewellix.com/sites/default/files/products/LBB-Group-Ball-Bearings-01.jpg		
LBCF, LBCT, LBHT	SKF/Ewellix lineáris csapágy, nyitott	https://www.ewellix.com/sites/default/files/products/LBB-Group-Ball-Bearings-01.jpg		
LB.. ... HV6	SKF/Ewellix lineáris csapágy, rozsdamentes	https://www.ewellix.com/sites/default/files/products/LBB-Group-Ball-Bearings-01.jpg		
LTBR, LTDR, LUCD, LUCR, LUHR, LUJR, LUND, LUNE	SKF/Ewellix lineáris csapágyegység	https://www.ewellix.com/sites/default/files/products/LBB-Group-Single-Units-01.jpg		
LTCF, LUCF, LUCT, LUNF	SKF/Ewellix lineáris csapágyegység, nyitott	https://www.ewellix.com/sites/default/files/products/LBB-Group-Single-Units-01.jpg		
LWAL	SKF/Ewellix lineáris görgős kosár lap	https://lmbt.medias.schaeffler.com/assets/productImage/LWR_cage.JPG		
LWHW	SKF/Ewellix lineáris görgős kosár lap 90° acél	https://lmbt.medias.schaeffler.com/assets/productImage/LWHW.jpg		
LWHV	SKF/Ewellix lineáris görgős kosár lap 90° műanyag	https://lmbt.medias.schaeffler.com/assets/productImage/LWHV_cage.JPG		
LWAKE	SKF/Ewellix lineáris görgős kosár tömb	https://lmbt.medias.schaeffler.com/assets/productImage/LWRE_cage.JPG		
